Attendance,Hours_Studied,Prev_GPA,Quiz_Avg,Midterm_Score,Assignment_Avg,Presentation_Marks,Internal_Marks,Final_Score,Total_Weighted,Grade,GPA_Points
79.3,1,2.96,85.3,80.18,73.3,78.21,51.38,55.46,68.83,B-,2.7
86.4,7,2.13,78.02,50.11,100.0,81.21,68.21,65.66,67.97,B-,2.7
93.0,10,3.05,100.0,84.96,68.83,86.11,55.71,82.01,83.02,A-,3.7
72.4,8,3.63,79.13,90.85,94.17,41.11,69.51,77.99,80.73,B+,3.3
99.9,7,2.98,65.79,18.88,77.91,78.94,87.8,51.44,51.3,D+,1.3
78.7,2,3.47,71.95,65.73,77.12,53.06,82.23,50.13,61.75,C,2.0
81.7,8,2.37,52.26,22.24,77.44,76.33,75.96,60.58,52.99,D+,1.3
73.0,4,2.98,57.09,65.13,70.38,51.45,76.41,77.74,69.37,B-,2.7
52.9,1,2.63,83.1,61.4,81.36,45.18,42.11,57.32,63.24,C+,2.3
92.6,12,3.45,96.55,36.74,100.0,100.0,78.24,89.95,78.56,B+,3.3
90.8,11,3.02,86.31,100.0,92.5,98.11,71.32,82.48,88.66,A,4.0
78.6,8,3.41,53.28,76.68,86.34,77.03,69.87,73.17,72.41,B-,2.7
82.8,8,3.65,75.1,59.9,74.64,81.81,88.87,80.67,74.5,B,3.0
88.2,12,3.41,64.49,99.31,95.06,76.4,70.81,79.2,83.04,A-,3.7
63.2,8,3.16,94.21,40.83,100.0,84.82,68.09,48.19,61.26,C,2.0
75.7,11,2.4,68.11,50.2,78.3,62.7,47.65,41.78,52.83,D+,1.3
91.5,6,3.0,61.06,33.56,78.84,93.24,73.23,71.4,62.32,C,2.0
66.9,13,2.68,78.96,100.0,77.78,71.95,63.28,77.54,82.4,A-,3.7
85.5,9,2.79,68.41,76.33,78.14,68.45,79.12,67.85,71.68,B-,2.7
65.7,8,2.78,97.55,78.84,48.35,73.68,61.97,59.61,69.8,B-,2.7
87.6,2,2.41,60.78,69.62,82.66,59.16,73.26,68.86,68.95,B-,2.7
81.6,9,1.83,52.79,75.96,69.63,77.7,71.75,56.25,63.84,C+,2.3
62.6,4,2.6,39.17,65.71,58.14,59.79,94.87,50.29,55.97,C-,1.7
96.0,5,3.12,77.12,74.91,92.62,84.01,84.54,73.77,77.49,B+,3.3
73.2,4,2.19,62.45,65.6,63.9,90.77,45.13,46.63,57.6,C-,1.7
72.3,3,3.01,51.94,56.63,75.31,58.42,55.66,51.67,55.85,C-,1.7
84.4,16,4.0,100.0,79.89,100.0,83.29,88.41,100.0,93.56,A,4.0
95.8,13,3.61,95.13,82.5,74.21,91.42,72.1,85.92,84.86,A-,3.7
69.8,15,3.99,85.02,80.21,73.05,75.59,43.88,80.65,78.34,B+,3.3
82.7,3,3.23,95.75,44.65,84.52,81.65,94.18,61.94,67.54,C+,2.3
87.1,8,3.7,91.05,52.59,100.0,89.11,91.19,65.07,71.85,B-,2.7
90.3,2,2.57,60.37,83.04,59.82,90.21,80.0,84.65,78.17,B+,3.3
84.1,5,2.61,58.76,62.44,85.24,61.44,65.85,50.83,59.65,C,2.0
77.6,4,1.5,80.83,70.92,81.53,49.59,74.55,63.71,69.7,B-,2.7
72.1,12,3.71,88.4,57.98,63.74,74.91,72.59,69.62,69.35,B-,2.7
83.0,6,3.92,82.73,49.61,95.76,60.76,83.05,73.41,70.94,B-,2.7
69.1,12,2.67,65.29,57.49,94.51,86.15,65.1,76.51,71.79,B-,2.7
46.9,10,2.85,84.21,64.53,77.35,52.18,96.32,67.91,71.09,B-,2.7
87.2,17,2.55,71.49,65.18,100.0,100.0,60.84,76.87,75.81,B,3.0
92.8,2,3.23,74.07,89.3,95.24,96.93,92.85,78.7,83.93,A-,3.7
53.6,13,3.67,100.0,77.01,88.38,79.37,81.68,58.9,74.7,B,3.0
69.9,12,1.95,65.28,97.77,75.77,88.8,68.34,62.32,74.6,B,3.0
89.4,4,3.25,53.15,76.21,71.07,45.28,79.08,56.85,63.09,C+,2.3
100.0,12,2.83,65.93,36.12,87.27,100.0,91.99,53.12,58.49,C,2.0
82.2,9,3.07,93.71,88.7,91.64,66.18,97.93,69.34,81.34,B+,3.3
73.3,7,3.28,81.17,46.2,79.46,73.18,81.73,67.29,66.33,C+,2.3
79.8,4,2.89,72.41,71.03,53.97,38.93,61.87,59.96,63.04,C+,2.3
98.5,5,2.94,69.47,57.72,98.33,83.86,77.89,60.38,66.92,C+,2.3
74.2,16,2.87,89.38,100.0,90.38,60.19,100.0,77.07,86.28,A-,3.7
72.4,8,3.58,66.42,95.19,80.6,78.99,98.03,79.46,82.46,A-,3.7
76.2,11,3.25,84.9,61.45,96.61,68.52,93.04,45.16,63.9,C+,2.3
70.6,4,3.13,63.41,65.34,98.68,52.98,85.52,61.64,67.29,C+,2.3
83.5,4,2.24,58.65,69.02,44.49,55.63,81.9,56.96,60.16,C,2.0
100.0,12,2.77,71.92,88.29,92.69,83.54,97.7,82.78,84.31,A-,3.7
85.9,2,3.54,70.52,69.62,65.03,51.08,69.76,45.68,58.8,C,2.0
79.0,6,3.02,75.45,52.78,88.17,60.7,57.21,61.44,63.8,C+,2.3
78.5,8,3.4,82.58,60.57,86.59,88.99,80.02,57.81,67.76,B-,2.7
63.2,8,4.0,24.59,72.85,93.55,100.0,68.47,58.48,63.07,C+,2.3
92.6,7,3.62,68.53,93.39,80.65,87.24,65.87,84.83,83.28,A-,3.7
81.1,9,3.06,72.78,78.5,62.17,60.14,68.57,89.51,79.0,B+,3.3
79.8,10,2.69,100.0,58.37,78.34,69.13,100.0,69.37,73.63,B,3.0
100.0,10,1.5,58.8,78.37,85.88,73.57,76.91,59.36,68.27,B-,2.7
85.6,4,2.9,77.4,61.77,93.14,66.67,80.03,65.1,69.74,B-,2.7
73.0,6,2.8,97.13,81.95,66.64,88.96,57.59,82.23,81.94,B+,3.3
76.9,12,3.23,61.32,100.0,99.33,82.92,55.2,89.32,86.77,A,4.0
95.8,11,2.91,86.83,68.18,79.15,95.26,69.45,99.4,85.98,A-,3.7
83.4,2,2.81,60.95,78.81,83.33,65.32,93.11,58.29,68.41,B-,2.7
64.7,9,1.93,64.92,53.56,72.37,94.35,77.17,61.07,63.37,C+,2.3
93.0,1,2.44,59.71,62.96,79.95,66.76,80.14,71.82,68.77,B-,2.7
74.0,8,3.29,67.18,71.63,94.86,58.68,88.5,84.66,78.7,B+,3.3
100.0,15,4.0,100.0,78.4,79.78,100.0,80.22,65.1,77.63,B+,3.3
95.0,4,2.94,88.73,100.0,73.9,41.21,95.49,77.85,83.67,A-,3.7
76.6,4,3.2,91.79,63.35,83.48,59.96,66.4,79.62,76.12,B,3.0
97.4,11,3.57,91.1,86.11,100.0,70.43,100.0,100.0,93.71,A,4.0
82.8,1,2.51,46.93,33.14,66.66,100.0,77.21,49.88,50.8,D,1.0
92.2,5,3.22,83.52,77.51,100.0,100.0,52.55,69.28,77.25,B+,3.3
87.8,10,2.56,94.11,89.29,100.0,100.0,67.55,72.02,83.63,A-,3.7
71.8,5,3.52,63.96,61.32,81.59,68.81,51.77,83.05,72.33,B-,2.7
74.3,7,3.09,91.17,29.53,79.11,100.0,92.98,63.31,63.94,C+,2.3
94.4,10,3.18,91.73,73.54,78.86,85.79,80.81,66.36,74.9,B,3.0
78.0,9,2.53,100.0,69.49,81.4,91.81,45.02,68.82,74.88,B,3.0
77.2,9,3.42,73.43,84.29,68.82,80.93,84.96,78.31,78.59,B+,3.3
70.5,6,4.0,62.79,100.0,84.34,76.36,71.73,85.19,84.33,A-,3.7
87.1,9,2.4,71.19,63.53,100.0,70.08,55.84,56.14,65.31,C+,2.3
100.0,7,2.8,99.63,57.4,76.77,72.33,100.0,60.31,69.71,B-,2.7
69.2,9,3.14,50.35,52.11,80.89,86.73,79.28,42.86,54.11,C-,1.7
82.3,6,3.47,47.28,74.48,63.9,82.92,74.2,74.7,69.84,B-,2.7
98.9,7,2.66,78.77,78.1,87.92,74.86,71.84,67.67,74.53,B,3.0
81.0,4,1.5,62.26,53.17,78.07,94.07,47.71,56.92,60.29,C,2.0
87.4,7,3.82,81.04,86.38,87.68,25.52,62.66,88.91,82.49,A-,3.7
69.3,4,3.46,89.75,76.02,78.97,82.75,93.56,74.43,78.95,B+,3.3
87.1,3,1.95,62.32,64.3,73.1,81.53,63.98,55.65,62.27,C,2.0
79.8,9,2.64,48.74,55.4,88.86,95.49,77.15,62.28,63.59,C+,2.3
93.8,8,3.94,100.0,68.03,88.39,79.57,54.12,74.22,77.22,B,3.0
96.2,11,3.87,69.84,38.92,94.58,86.54,66.35,73.53,66.72,C+,2.3
100.0,6,3.56,64.55,77.21,89.02,96.19,88.98,75.24,77.24,B+,3.3
89.0,9,2.89,95.32,72.18,98.24,100.0,84.05,70.73,79.66,B+,3.3
85.9,10,3.05,74.02,75.81,93.91,72.38,100.0,85.04,82.08,A-,3.7
84.3,9,2.92,77.46,79.48,86.72,81.22,97.21,87.36,84.03,A-,3.7
77.8,4,3.68,84.54,76.47,100.0,100.0,74.07,60.79,74.82,B,3.0
86.1,8,2.47,92.34,67.32,87.13,35.86,82.71,82.93,78.49,B+,3.3
78.5,9,2.52,71.23,70.01,97.89,61.81,71.8,71.85,73.4,B,3.0
84.0,8,3.61,100.0,50.97,93.72,100.0,100.0,72.62,76.16,B,3.0
97.8,1,2.97,42.32,58.02,58.26,92.03,90.45,62.75,60.9,C,2.0
69.9,8,3.83,91.31,73.72,100.0,87.31,82.29,71.57,79.23,B+,3.3
95.7,16,2.6,70.58,64.4,90.79,73.1,85.98,81.42,76.29,B,3.0
97.8,6,2.97,98.44,84.62,83.24,59.99,98.09,73.0,81.35,B+,3.3
80.6,5,2.45,75.49,55.82,82.74,60.72,81.47,44.16,58.33,C,2.0
56.5,9,3.0,65.86,72.41,77.81,100.0,97.77,60.78,69.96,B-,2.7
74.7,9,2.11,84.15,69.08,82.93,60.9,43.5,71.46,71.99,B-,2.7
97.6,12,2.71,94.4,85.94,79.9,80.83,87.46,71.26,80.55,B+,3.3
81.7,2,2.14,79.76,77.54,91.42,54.56,62.91,80.95,78.74,B+,3.3
70.0,10,3.42,64.23,83.78,84.32,92.85,100.0,89.17,84.32,A-,3.7
75.9,10,3.43,73.05,39.61,81.72,68.61,100.0,72.81,66.59,C+,2.3
92.1,7,1.96,73.89,86.06,68.85,70.19,74.41,71.02,75.12,B,3.0
88.6,9,3.8,81.74,99.8,91.59,50.06,100.0,87.67,88.94,A,4.0
79.1,12,4.0,95.56,69.6,92.56,53.27,100.0,66.15,75.11,B,3.0
77.6,11,3.03,49.36,76.37,90.24,77.72,80.62,80.67,75.71,B,3.0
77.3,3,2.62,77.32,51.06,65.98,46.46,100.0,58.54,61.7,C,2.0
70.9,11,4.0,78.44,44.62,69.58,100.0,82.35,69.61,66.84,C+,2.3
100.0,7,2.21,63.16,56.92,89.25,36.63,72.74,74.29,67.82,B-,2.7
78.1,8,3.01,66.31,61.81,100.0,61.05,89.57,59.67,66.8,C+,2.3
96.6,8,3.11,76.48,67.02,73.38,78.0,74.75,65.77,69.51,B-,2.7
100.0,7,3.81,28.12,59.8,100.0,73.57,83.33,64.02,62.62,C,2.0
94.0,12,3.22,72.16,63.95,92.09,60.81,100.0,61.35,68.6,B-,2.7
76.8,7,2.7,62.24,68.2,81.3,56.14,75.65,61.46,65.69,C+,2.3
86.8,3,2.43,80.49,53.18,73.73,52.67,48.77,59.04,61.43,C,2.0
81.7,6,2.79,63.45,77.23,64.92,68.37,80.67,62.57,67.8,B-,2.7
71.2,8,2.4,71.09,78.23,92.17,100.0,64.57,84.49,81.46,B+,3.3
85.9,12,3.03,100.0,100.0,77.8,80.51,93.22,72.93,85.64,A-,3.7
67.9,10,2.66,91.35,87.44,73.07,95.72,86.18,90.46,88.15,A,4.0
96.3,4,2.1,86.36,69.72,90.73,79.96,93.43,73.45,77.51,B+,3.3
76.4,17,3.75,79.04,69.62,69.94,100.0,99.25,73.1,75.46,B,3.0
84.4,9,2.7,85.69,75.24,65.26,25.14,92.8,59.63,67.94,B-,2.7
85.4,13,2.24,75.09,76.83,84.38,71.12,69.23,52.0,66.72,C+,2.3
78.9,7,2.9,73.45,61.18,85.91,97.92,87.65,57.91,67.34,C+,2.3
89.0,10,3.04,86.21,85.6,91.88,67.77,100.0,90.32,88.03,A,4.0
76.3,11,1.95,66.18,45.76,77.51,100.0,65.49,56.82,60.12,C,2.0
92.5,12,3.2,100.0,71.54,100.0,100.0,100.0,92.25,89.78,A,4.0
65.8,12,2.37,74.06,78.35,79.73,66.02,68.77,65.89,71.76,B-,2.7
83.5,11,4.0,93.33,72.45,87.28,72.99,72.12,84.28,81.81,B+,3.3
100.0,6,3.31,100.0,69.13,75.88,59.2,83.59,62.98,72.2,B-,2.7
70.0,5,2.76,89.01,64.34,81.03,60.21,83.56,55.37,66.88,C+,2.3
73.9,9,2.55,54.76,55.52,89.27,51.7,88.65,58.42,61.41,C,2.0
88.2,11,2.94,86.95,92.06,100.0,86.0,66.82,76.46,84.28,A-,3.7
84.2,7,3.37,91.56,55.51,66.93,50.59,84.88,47.65,60.14,C,2.0
86.2,12,2.98,94.32,79.03,83.99,89.81,71.34,76.84,81.1,B+,3.3
87.9,13,2.87,64.67,80.99,92.73,90.68,60.53,76.92,77.55,B+,3.3
89.6,4,3.04,66.06,53.74,88.96,44.02,62.92,68.93,65.16,C+,2.3
95.3,4,2.64,89.81,69.06,80.97,100.0,64.38,76.38,77.6,B+,3.3
86.9,7,2.79,65.32,55.2,89.26,83.99,84.05,73.63,70.38,B-,2.7
79.1,9,1.75,68.71,88.47,69.5,84.7,89.34,79.67,79.95,B+,3.3
90.1,5,3.58,100.0,53.61,100.0,63.17,58.21,68.54,71.89,B-,2.7
100.0,13,3.18,83.1,66.36,100.0,93.02,88.75,63.51,73.55,B,3.0
80.4,9,2.54,65.6,49.91,66.36,94.78,60.03,58.78,60.21,C,2.0
70.3,8,4.0,67.47,51.91,73.73,76.86,89.44,68.54,66.2,C+,2.3
95.3,2,3.05,80.12,93.59,68.57,100.0,66.41,88.33,85.92,A-,3.7
80.6,2,2.38,50.98,72.66,85.12,69.77,56.26,65.84,66.96,C+,2.3
55.9,9,3.51,74.22,73.17,68.51,96.46,89.13,84.46,79.34,B+,3.3
92.2,1,3.24,79.88,57.37,76.91,78.15,66.66,48.39,60.61,C,2.0
75.6,12,3.24,100.0,88.44,92.38,89.46,76.5,81.75,87.35,A,4.0
80.9,7,2.74,85.96,55.76,81.16,43.87,44.87,64.15,65.05,C+,2.3
86.0,20,3.27,76.97,93.38,96.79,92.36,100.0,100.0,94.19,A,4.0
84.3,17,2.84,100.0,62.73,76.9,68.46,95.18,74.36,76.3,B,3.0
90.5,7,3.33,74.78,61.96,92.41,62.03,79.35,65.06,69.04,B-,2.7
76.8,7,1.86,53.48,77.15,70.66,100.0,50.63,70.25,70.01,B-,2.7
88.2,11,2.74,76.9,86.3,81.58,73.63,96.41,66.56,76.39,B,3.0
78.9,14,4.0,100.0,88.25,94.54,65.63,76.36,100.0,93.62,A,4.0
90.9,1,2.54,74.43,48.16,79.19,63.49,65.6,43.11,54.82,C-,1.7
89.4,1,2.64,72.39,58.05,78.49,46.79,100.0,37.43,55.53,C-,1.7
70.8,5,2.73,98.06,69.01,70.49,97.31,63.65,68.09,74.29,B,3.0
95.0,10,2.27,56.11,56.99,79.99,63.06,87.97,76.92,68.98,B-,2.7
75.6,9,1.68,53.3,87.52,78.61,80.11,80.45,75.7,76.04,B,3.0
91.7,12,2.86,56.77,35.58,70.51,100.0,86.47,62.78,58.9,C,2.0
86.4,3,3.08,80.65,55.6,75.51,64.06,79.01,59.41,64.46,C+,2.3
100.0,1,2.97,77.08,59.43,85.23,82.16,79.85,58.61,66.48,C+,2.3
79.3,11,2.91,100.0,26.77,69.94,58.73,83.08,39.87,51.72,D+,1.3
77.8,4,3.03,78.35,45.36,94.58,100.0,73.97,36.03,55.66,C-,1.7
81.8,1,3.61,69.26,78.32,96.56,90.17,96.48,72.44,77.94,B+,3.3
78.4,8,2.89,77.03,70.48,68.06,71.53,58.62,79.41,74.25,B,3.0
91.6,11,2.66,81.27,97.67,100.0,63.59,93.8,87.47,89.46,A,4.0
62.6,7,2.83,49.4,92.2,78.76,70.43,85.99,78.55,77.58,B+,3.3
69.4,6,3.35,100.0,76.47,87.56,68.42,86.32,90.79,86.93,A,4.0
69.2,7,3.85,87.02,77.23,79.26,100.0,94.86,79.78,81.94,B+,3.3
93.4,6,2.62,79.17,70.07,93.1,51.96,74.72,65.37,71.19,B-,2.7
100.0,2,3.06,84.87,26.16,86.51,76.07,49.47,39.09,49.83,D,1.0
80.7,5,3.2,87.01,47.06,72.6,74.04,75.36,78.58,70.98,B-,2.7
80.0,10,2.4,74.49,71.21,68.62,72.49,62.72,72.05,71.42,B-,2.7
82.8,9,3.01,69.15,81.48,67.1,74.66,68.37,61.66,69.27,B-,2.7
95.9,8,2.12,84.66,73.3,83.93,71.58,58.28,56.49,68.51,B-,2.7
70.9,4,1.94,75.44,48.37,82.52,83.37,62.97,66.61,65.62,C+,2.3
84.9,7,3.22,66.12,86.27,92.08,87.23,69.92,64.42,74.32,B,3.0
93.7,1,2.77,94.44,89.87,77.73,78.69,39.86,90.03,86.34,A-,3.7
88.0,8,3.12,83.28,86.89,71.0,22.27,88.68,46.13,65.31,C+,2.3
84.3,13,2.99,92.44,90.32,79.31,84.89,100.0,98.62,93.07,A,4.0
94.0,2,2.41,93.32,56.49,92.27,40.64,80.93,64.29,69.14,B-,2.7
49.6,5,2.97,72.67,82.55,72.52,81.97,69.5,71.11,74.81,B,3.0
90.1,9,2.26,81.1,71.68,84.07,100.0,75.58,68.67,74.74,B,3.0
74.2,13,3.83,95.99,85.02,76.93,65.17,77.95,100.0,90.5,A,4.0
60.0,6,2.19,60.09,69.81,81.0,64.25,72.22,68.9,68.95,B-,2.7
88.1,5,2.88,76.64,66.89,76.34,63.04,75.31,54.72,64.66,C+,2.3
98.5,1,2.37,73.91,51.27,90.59,92.27,60.26,37.77,55.7,C-,1.7
80.4,8,3.34,64.66,70.69,94.28,78.71,100.0,72.46,74.72,B,3.0
93.4,16,2.8,100.0,92.53,83.79,100.0,62.92,87.53,89.67,A,4.0
100.0,9,2.69,57.95,65.0,83.54,84.51,89.12,50.0,61.98,C,2.0
97.8,7,3.51,61.25,88.01,80.11,83.08,79.3,73.99,76.92,B,3.0
100.0,9,3.02,100.0,85.17,69.35,79.61,100.0,73.54,81.63,B+,3.3
90.9,7,3.31,89.93,67.45,74.94,91.95,84.0,70.38,74.79,B,3.0
82.9,4,2.41,57.34,87.95,81.11,39.45,67.69,73.53,73.47,B,3.0
62.8,11,2.16,83.73,61.93,84.52,74.16,71.15,81.63,76.41,B,3.0
79.0,8,3.06,99.76,94.89,85.52,74.48,78.3,91.85,91.62,A,4.0
71.9,8,2.81,75.58,75.98,78.41,87.09,60.03,62.73,70.62,B-,2.7
100.0,4,3.38,100.0,71.07,95.52,72.94,67.58,75.14,79.4,B+,3.3
79.9,13,2.95,55.03,59.69,87.65,60.19,55.9,64.45,63.53,C+,2.3
83.5,10,3.12,90.24,71.42,94.27,77.96,66.91,60.75,72.36,B-,2.7
88.6,5,2.03,89.98,62.22,57.19,50.99,73.79,63.15,66.27,C+,2.3
82.5,12,4.0,98.02,57.52,43.58,48.0,88.85,86.48,74.87,B,3.0
100.0,6,2.9,74.73,67.32,87.21,88.89,50.09,65.88,70.06,B-,2.7
74.5,4,3.42,71.57,56.07,64.83,84.35,74.01,43.17,56.42,C-,1.7
84.3,4,2.5,79.89,75.61,76.68,79.64,81.12,67.48,73.58,B,3.0
73.1,1,3.18,84.97,86.63,75.1,94.18,70.45,59.7,74.03,B,3.0
66.2,9,2.22,82.84,47.17,98.85,59.83,64.93,68.35,67.68,C+,2.3
74.7,1,3.27,88.85,93.65,84.05,45.49,67.48,79.01,82.4,A-,3.7
81.6,3,2.79,58.14,64.36,81.41,70.16,65.85,56.92,62.52,C,2.0
76.8,1,3.02,69.04,49.86,88.5,64.2,63.55,50.53,58.27,C,2.0
73.7,7,3.42,63.85,83.07,88.37,60.79,80.38,70.38,74.39,B,3.0
65.1,7,2.26,66.66,58.31,72.96,69.01,100.0,60.05,64.34,C+,2.3
81.0,6,2.59,89.89,66.35,93.52,61.65,64.25,58.92,69.29,B-,2.7
63.9,3,3.27,75.19,60.1,66.25,38.52,69.12,43.87,55.86,C-,1.7
91.1,3,4.0,100.0,59.14,89.09,69.27,78.49,78.59,77.52,B+,3.3
83.0,9,2.92,81.18,82.86,65.71,55.83,68.66,68.31,73.01,B,3.0
64.5,5,3.35,76.25,63.77,83.8,77.52,90.73,67.53,71.18,B-,2.7
78.3,9,2.94,79.48,47.9,86.21,64.08,44.7,62.1,62.8,C,2.0
73.0,4,4.0,68.53,79.92,100.0,96.11,70.67,76.81,79.32,B+,3.3
85.8,8,1.95,73.11,47.69,61.2,100.0,85.44,44.57,56.11,C-,1.7
98.1,13,3.06,100.0,57.7,81.94,93.38,79.03,55.54,68.45,B-,2.7
59.5,10,2.02,74.74,85.11,88.9,43.11,61.54,66.04,73.03,B,3.0
83.4,6,1.5,58.64,44.4,80.56,95.63,76.71,55.44,58.74,C,2.0
80.1,9,3.18,65.15,34.97,87.19,100.0,91.72,49.49,56.61,C-,1.7
90.1,7,3.08,71.48,81.2,72.76,76.57,81.18,67.76,73.29,B,3.0
84.6,8,2.83,78.49,65.52,76.29,99.19,66.16,88.23,79.34,B+,3.3
73.0,6,2.94,93.16,64.78,96.2,63.33,81.65,50.15,67.1,C+,2.3
78.2,7,4.0,60.61,68.69,86.1,45.13,75.09,58.89,64.44,C+,2.3
72.4,8,2.85,71.44,72.95,86.74,60.55,86.67,88.02,80.2,B+,3.3
94.9,4,3.31,79.69,58.49,82.15,100.0,98.3,64.31,70.43,B-,2.7
82.3,3,2.61,45.26,89.39,64.57,43.93,36.29,54.73,61.5,C,2.0
100.0,2,3.18,63.62,45.5,93.33,74.11,77.67,65.8,64.16,C+,2.3
81.3,1,2.86,62.07,72.39,84.31,70.88,47.97,61.09,66.22,C+,2.3
73.5,3,2.75,60.51,75.72,100.0,61.22,100.0,63.07,71.3,B-,2.7
63.8,8,4.0,82.86,60.83,73.79,70.0,73.43,69.23,69.88,B-,2.7
60.4,4,3.71,73.27,52.3,91.55,74.98,86.13,54.82,63.2,C+,2.3
63.0,10,3.08,69.29,86.89,67.88,65.5,77.13,64.1,71.68,B-,2.7
85.2,8,1.62,79.02,49.75,80.49,45.0,61.36,54.03,59.27,C,2.0
88.1,1,2.78,98.48,55.92,90.35,74.5,59.72,50.48,64.69,C+,2.3
63.0,10,4.0,100.0,88.5,62.43,98.62,100.0,84.18,86.97,A,4.0
92.7,11,2.86,51.57,73.97,83.95,94.06,93.79,74.05,73.64,B,3.0
76.2,4,3.66,85.72,41.31,76.3,60.48,100.0,65.71,65.12,C+,2.3
83.8,9,3.87,79.49,100.0,79.74,57.64,82.94,94.63,89.78,A,4.0
100.0,4,3.13,79.65,61.84,87.94,70.2,81.35,59.82,67.71,C+,2.3
92.8,8,2.49,70.87,63.4,96.29,100.0,73.1,71.49,73.36,B,3.0
78.8,2,1.54,69.2,64.53,71.84,77.06,63.42,60.68,64.99,C+,2.3
71.3,1,3.41,75.74,76.47,81.94,84.14,58.88,69.85,73.76,B,3.0
56.2,6,2.51,63.18,96.24,79.23,85.88,73.04,69.82,77.33,B+,3.3
73.4,7,3.11,63.23,43.12,82.7,82.25,65.63,45.14,53.99,C-,1.7
79.5,6,2.25,66.42,79.37,66.08,73.32,79.34,71.09,72.48,B,3.0
70.2,3,2.84,75.99,77.37,91.78,82.4,74.86,51.67,68.45,B-,2.7
80.4,6,3.02,85.3,67.13,85.86,64.49,80.35,64.85,71.34,B-,2.7
82.9,9,3.16,92.03,84.83,89.97,51.77,100.0,53.43,72.97,B,3.0
79.3,7,2.33,66.74,82.1,70.47,85.16,73.62,55.55,67.74,B-,2.7
74.2,8,3.72,84.16,50.79,80.39,100.0,90.49,57.03,65.7,C+,2.3
84.0,5,2.64,88.9,95.46,78.35,52.33,100.0,88.29,87.96,A,4.0
87.3,12,2.0,94.61,45.19,64.72,89.92,95.42,68.89,68.78,B-,2.7
68.9,3,2.93,71.83,47.54,58.45,100.0,88.85,49.12,57.59,C-,1.7
98.9,9,3.02,76.96,69.08,79.06,78.23,75.98,76.39,74.98,B,3.0
80.8,12,3.1,83.75,100.0,93.15,64.16,84.1,94.92,92.26,A,4.0
82.2,9,3.82,64.55,69.87,79.96,82.01,63.34,67.59,69.45,B-,2.7
90.5,7,2.86,74.49,69.88,71.16,65.48,84.37,52.29,64.17,C+,2.3
84.8,5,2.93,86.87,91.61,71.92,62.6,79.54,72.97,79.42,B+,3.3
93.4,12,2.34,88.73,67.29,79.64,84.9,79.43,70.28,74.42,B,3.0
85.4,2,3.49,71.85,50.05,77.65,45.03,90.28,43.23,55.11,C-,1.7
74.7,4,3.11,77.98,61.03,100.0,46.72,57.8,65.78,68.49,B-,2.7
86.3,6,2.75,63.46,90.76,94.49,74.18,98.72,78.09,81.54,B+,3.3
68.3,12,1.86,85.22,68.8,92.97,72.27,87.29,75.68,77.53,B+,3.3
83.3,9,3.87,80.94,100.0,100.0,86.29,81.12,89.73,91.4,A,4.0
81.6,4,2.26,67.86,76.81,66.01,100.0,69.92,71.95,73.26,B,3.0
79.5,6,2.65,69.32,57.43,66.08,74.63,81.48,57.12,62.02,C,2.0
80.5,5,3.22,75.49,70.25,69.15,85.2,97.72,69.3,72.67,B,3.0
59.4,5,2.28,63.84,49.91,92.57,51.0,71.98,50.42,57.63,C-,1.7
75.4,11,2.1,85.51,57.95,75.07,87.46,77.66,59.42,66.85,C+,2.3
83.1,2,1.73,62.7,100.0,59.61,57.15,68.88,80.88,79.02,B+,3.3
83.9,14,3.43,100.0,93.21,84.74,83.2,100.0,68.55,83.36,A-,3.7
69.7,11,2.67,99.33,84.13,80.49,73.39,72.19,87.57,86.29,A-,3.7
97.2,12,4.0,72.75,69.15,95.34,100.0,85.71,70.19,75.09,B,3.0
71.6,6,2.4,74.01,91.07,81.97,47.38,93.45,65.77,75.42,B,3.0
93.6,7,2.45,66.3,86.65,72.12,32.96,78.12,71.36,72.92,B,3.0
87.1,2,2.66,67.85,95.86,86.98,66.91,88.67,58.25,73.92,B,3.0
74.2,5,3.15,100.0,97.85,73.85,81.95,62.76,72.23,82.97,A-,3.7
100.0,9,2.72,74.57,48.51,83.3,79.92,76.31,51.79,60.17,C,2.0
67.7,13,3.37,86.75,56.59,95.59,100.0,100.0,71.17,75.19,B,3.0
93.0,3,2.41,81.16,49.98,71.34,78.91,63.57,46.66,57.59,C-,1.7
94.0,6,2.17,59.27,52.18,73.45,62.13,72.16,69.76,63.9,C+,2.3
74.0,7,1.92,59.15,70.16,85.08,28.12,75.57,78.65,71.56,B-,2.7
98.7,2,1.67,51.86,53.88,65.66,63.68,56.1,27.34,44.74,F,0.0
79.0,10,2.69,64.37,100.0,79.04,94.16,71.87,85.53,85.07,A-,3.7
85.5,5,2.82,32.58,98.8,88.0,66.27,76.91,79.75,77.45,B+,3.3
85.1,7,2.62,84.06,68.79,100.0,74.4,76.54,74.9,77.31,B+,3.3
80.4,6,3.75,100.0,100.0,92.5,84.82,97.16,80.64,90.61,A,4.0
91.7,4,3.74,81.15,95.74,90.6,58.65,100.0,77.37,84.05,A-,3.7
91.5,7,2.8,56.01,63.04,89.62,86.47,65.26,54.93,62.68,C,2.0
61.0,7,1.92,61.04,31.53,63.8,98.15,72.24,42.52,48.94,D,1.0
97.7,6,2.66,69.73,66.12,84.0,71.5,86.05,52.24,64.16,C+,2.3
